Function,Agency,Fund Type,FP Category,Fund,Subfund,Subfund Name,2025-26  Estimates,2024-25  Estimates,2023-24  Actuals,2022-23  Actuals,2021-22  Actuals,2020-21  Actuals,2019-20  Actuals,2018-19  Actuals,2017-18  Actuals,2016-17  Actuals,2015-16  Actuals,2014-15  Actuals,2013-14  Actuals,2012-13  Actuals,2011-12  Actuals,2010-11  Actuals,2009-10  Actuals,2008-09  Actuals,2007-08  Actuals,2006-07  Actuals,2005-06  Actuals,2004-05  Actuals,2003-04  Actuals,2002-03  Actuals,2001-02  Actuals,2000-01  Actuals,1999-00  Actuals,1998-99  Actuals,1997-98  Actuals,1996-97  Actuals,1995-96  Actuals,1994-95  Actuals
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22149,Motor Fuel Qual,39,39,28,38,30,35,48,49,32,33,28,32,23,19,34,37,48,54,82,2,52,58,31,24,0 ,31,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22149,Motor Fuel Qual,"1,227","1,227","1,051",545,708,901,745,829,906,"1,123",854,980,754,"1,201","1,980",736,"1,413",164,"1,433",634,933,918,851,708,883,"1,151","1,000",796,"1,147","1,103","1,138","1,184"
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22149,Motor Fuel Qual,"1,274","1,271","1,120","1,212","1,234","1,256","1,343","1,251","1,166","1,266","1,115",980,915,"1,022",924,"1,067","1,190","1,299","1,229","1,066","1,102","1,048",989,"1,022",929,911,841,812,787,779,790,739
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22150,Weights Measure,149,149,50,117,119,154,83,157,77,88,117,138,76,112,50,88,89,87,74,80,90,78,42,32,61,45,51,48,66,58,51,40
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22150,Weights Measure,8,8,2,6,5,7,4,8,3,4,5,9,4,5,4,7,7,8,6,7,8,8,5,5,0 ,6,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22150,Weights Measure,102,102,35,50,33,11,52,49,50,78,83,50,48,114,"(3,733)",30,68,43,120,25,29,73,50,203,58,7,18,39,66,72,82,94
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22150,Weights Measure,246,246,179,184,181,199,190,189,256,46,180,257,223,119,122,155,210,197,163,149,181,171,113,176,196,188,162,175,175,168,162,176
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,22184,Wine Industry,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38,197,"1,945",804,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Agriculture and Markets, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22184,Wine Industry,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,95,156,59,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,0 ,100,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",General Fund,General State Charges,State Operations Account,10050,State Purposes,0 ,0 ,0 ,42,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,"4,362","1,915","1,527","1,370","1,076",199,"2,523","3,380","3,688","3,276",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,186,"2,043","1,995","1,449","1,384","2,096"
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",General Fund,Personal Service,State Operations Account,10050,State Purposes,"13,974","11,249","9,640","9,146","6,242","8,995","8,088","8,166","8,131","7,567",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,34,"5,732","5,489","5,728","6,394","7,637"
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,18,0 ,37,22,25,13,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Indirect Costs,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,4,0 ,7,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24,41,3,30,49,41,0 ,48,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15,53,0 ,127,86,50,95,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"1,607",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25542,Cares Act,0 ,0 ,0 ,0 ,"2,785",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Fringe Benefits,Medical Cannabis,23755,MCF-Hlth Operat,915,757,783,715,589,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Indirect Costs,Medical Cannabis,23755,MCF-Hlth Operat,37,24,32,35,26,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Non-Personal Service,Medical Cannabis,23755,MCF-Hlth Operat,"2,258","1,680","1,654","2,842","1,918",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Personal Service,Medical Cannabis,23755,MCF-Hlth Operat,"1,311","1,038","1,164","1,141",967,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,219WF,Delinq Credit,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,8,44,3,35
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219WF,Delinq Credit,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,7,90,26,9
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,219WF,Delinq Credit,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,60,67,111,56
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22033,Alcohol Beverag,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,121,"4,776","4,541","4,649","2,921","3,572","4,125","4,137","3,762","3,816","4,022","3,063","2,743","2,564","2,612","2,139","2,321","2,369",713,233,835,323,378
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22033,Alcohol Beverag,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,215,229,257,154,256,301,340,369,323,279,235,237,253,274,0 ,325,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22033,Alcohol Beverag,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,104,"4,664","5,209","4,953","4,809","5,068","3,768","3,697","4,038","4,234","3,863","3,002","3,011","3,277","2,682","2,953","2,400","2,417","1,724",433,"1,035",89,255
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22033,Alcohol Beverag,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,175,"7,622","7,657","8,127","7,511","7,720","8,512","8,838","8,853","7,736","7,554","7,049","6,744","6,971","7,730","8,252","8,057","7,521","1,864","1,559","1,762","1,461","1,382"
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Assistance and Grants,NYS Cannabis Revenue,24800,NY Cannabis Rev,0 ,0 ,"10,000","40,000",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Fringe Benefits,NYS Cannabis Revenue,24800,NY Cannabis Rev,"14,962","13,720","8,901","6,078",709,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Indirect Costs,NYS Cannabis Revenue,24800,NY Cannabis Rev,926,926,362,296,32,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Non-Personal Service,NYS Cannabis Revenue,24800,NY Cannabis Rev,"18,518","21,915","21,078","12,825",783,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Personal Service,NYS Cannabis Revenue,24800,NY Cannabis Rev,"24,744","22,129","13,539","9,762","1,345",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Alcoholic Beverage Control, Division of",Special Revenue Funds - Other,Assistance and Grants,NYS Cannabis Revenue,24803,NYS Com Grants,"5,000","4,856",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,
Economic Development and Government Oversight,Banking Department,General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,General Fund,Personal Service,State Operations Account,10050,State Purposes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-27,27,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,454,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,20130,St Transm Money,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,11,0 ,0 ,26,0 ,0 ,0 ,0 ,12,128,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,201AM,AM West Bond Co,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,77,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21970,Banking Deptmnt,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"22,664","21,049","16,116","23,369","18,652","17,797","16,825","14,071","13,284","9,458","11,027","10,148","9,191","7,928","9,838","8,625","8,647"
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21970,Banking Deptmnt,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,661","1,808","1,486","1,817","1,478","1,473","1,582","1,532","1,508",0 ,"1,621",0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21970,Banking Deptmnt,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"12,622","13,406","15,248","15,707","15,578","14,041","14,091","14,335","16,022","12,459","10,696","9,954","11,025","7,593","8,890","8,823","9,742"
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21970,Banking Deptmnt,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"48,557","49,855","45,425","41,312","40,065","40,719","41,702","39,515","40,635","39,154","37,300","33,499","30,687","27,556","27,049","27,663","29,502"
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21973,Fin Svcs Seized,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,2,20,40,19,0 ,8,97,7,4,51,25,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Assistance and Grants,Miscellaneous State Special Revenue,22045,Settlement Enf,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,906,"1,035",536,298,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Banking Department,Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22045,Settlement Enf,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,33,0 ,37,26,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Development Authority of the North Country,General Fund,Assistance and Grants,Community Projects Fund,10251,Comm Proj AA,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,36,507,356,288,733,95,715,"1,580","1,875",330,971,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Development Authority of the North Country,General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,225,885
Economic Development and Government Oversight,Economic Development Capital,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CC,CPF - Auth Bond,"8,000","8,000","5,458","3,432","1,603","1,632","2,525","1,777","2,751","1,844","6,614","8,524","11,313","9,885","17,655","30,617","8,906",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Economic Development Capital,Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,985",45,0 ,0 ,(427),"9,400","21,176","41,578","2,500",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development Program, New York State",Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CC,CPF - Auth Bond,"4,400","4,400","5,299","5,016","9,645","1,568","2,755","5,832","5,132","4,600","1,267","6,168","16,573","23,871","26,565","17,750","11,580","16,210","8,850","24,975","9,100",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development Program, New York State",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,0 ,0 ,0 ,0 ,0 ,17,333,0 ,0 ,0 ,0 ,108,88,0 ,0 ,0 ,34,554,"6,200","2,500","162,900",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Economic Development and Natural Resource Preservation,Capital Projects Funds - Other,Assistance and Grants,Capital Projects Fund,300CC,CPF - Auth Bond,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,750,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,Economic Development and Natural Resource Preservation,Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,750,"1,275","20,849",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10251,Comm Proj AA,0 ,0 ,0 ,0 ,0 ,0 ,81,0 ,0 ,0 ,0 ,8,52,159,837,995,"2,700","4,206","3,044","3,261","4,406","3,171","1,709","2,506","1,410","1,544","1,192",0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10252,Comm Proj BB,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,121,0 ,18,697,980,808,76,147,83,0 ,1,23,75,34,97,327,126,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10253,Comm Proj CC,0 ,0 ,0 ,102,0 ,1,151,193,76,78,21,647,61,936,98,393,507,492,445,611,889,930,255,745,87,176,148,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10255,Comm Proj EE,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15,52,111,88,50,0 ,3,0 ,29,137,131,210,201,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10256,Comm Proj GG,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,231,"1,332",29,65,210,136,123,52,0 ,69,866,"2,934",550,"1,020",0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10257,Comm Proj II,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20,16,218,219,"1,471",946,307,0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Community Projects Fund,10258,Comm Proj JJ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,70,2,11,7,4,0 ,3,15,5,102,169,683,"1,046","1,136",0 ,0 ,0 ,0 ,0 
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Assistance and Grants,Local Assistance Account,10000,Local Assistnce,"45,044","50,353","44,069","44,428","45,278","37,525","35,787","55,567","52,795","53,670","44,821","35,749","31,944","64,023","48,050",316,"7,970","6,417","7,901","9,245","9,239","7,466","8,484","9,663","11,432","12,972","9,593","7,991","7,323","9,535","14,083","10,875"
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,"2,436","2,436","8,793","2,921","1,697","1,361","2,916","2,852","4,680","6,102","6,811","6,592","6,333","7,635","21,753","5,736","16,141","20,799","17,067","14,882","16,782","18,665","9,828","-4,818","43,286","23,583","25,103","18,002","20,057","17,548","19,191","17,896"
Economic Development and Government Oversight,"Economic Development, Department of",General Fund,Personal Service,State Operations Account,10050,State Purposes,"14,666","14,666","14,060","12,940","11,934","12,919","12,934","13,090","13,240","13,152","11,974","11,493","11,478","11,642","11,196","11,880","12,973","13,487","12,478","12,471","12,560","12,552","11,960","12,417","12,577","12,199","11,464","12,196","11,094","12,862","13,919","17,046"
Economic Development and Government Oversight,"Economic Development, Department of",Special Revenue Funds - Federal,Fringe Benefits,Federal Employment and Training Grants,26000,DOL Fed Grants,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,87,0 ,0 ,0 ,224,810,0 
